,LoanID,Loanscore,Subject..Property.City,Subject..PropertyState,distancemiles,Male.Female,curbal,OrigTransdays,Origination.UPB,Repeat,Lending.Value,Interest.Rate,LTV,Credit.Score,Open.Current.Mortgage.Late,Closed.Past.Mortgage.Late,Foreclosure,Open.Current.Auto.Late,Closed.Past.Auto.Late,Open.Current.Revolving.Late,Closed.Revolving.Late,Open.Current.Education.Late,Closed.Past.Education.Late,Open.Current.Installment.Late,Closed.Past.Installment.Late,Bankrupcy,Charge.offs,Collections,Debt.High.Credit....,DOM,Yearbuilt,X..of.comarable.properties,Comparable.properties.lower.price,Comparable.properties.upper.price,X..of.comparable.sales,Comparable.sale.lower.price.range,Comparable.sale.upper.price.range,Rooms,Bedrooms,Baths,Square.feet.of.gross.living.area,Sale.Price,Price.of.Prior.Sale.Transfer,Appraisal.price,Indicated.Value.by.Cost.Approach,Indicated.Value.by.Income.Approach,Appraisal.Monthly.Rent,Market.Rent,Total...of.Comarable.Sales...prior.7.12.months.,Total...of.Comarable.Sales...prior.4.6.months.,Total...of.Comarable.Sales...prior.current.3.months.,Absorption.Rate...prior.7.12.months.,Absorption.Rate...prior.4.6.months.,Absorption.Rate...prior.current.3.months.,Total...of.Comparable.Active.listings.prior.7.12.months.,Total...of.Comparable.Active.listings.prior.4.6.months.,Total...of.Comparable.Active.listings.prior.current.3.months.,Median.Comparable.Sale.Price..prior.7.12.months.,Median.Comparable.Sale.Price..prior.4.6.months.,Median.Comparable.Sale.Price..prior.current.3.months.,Median.Comparable.sales.Days.on.market.prior.7.12.months.,Median.Comparable.sales.Days.on.market.prior.4.6.months.,Median.Comparable.sales.Days.on.market.prior.current.3.months.,Median.Comparable.List.Price.prior.7.12.months.,Median.Comparable.List.Price.prior.4.6.months.,Median.Comparable.List.Price.prior.current.3.months.,median.Comparable.listings.Days.on.Market.prior.7.12.months.,median.Comparable.listings.Days.on.Market.prior.4.6.months.,median.Comparable.listings.Days.on.Market.prior.current.3.months.,Median.Sale.Price.a.s..of.List.Price.prior.7.12.months.,Median.Sale.Price.a.s..of.List.Price.prior.4.6.months.,Median.Sale.Price.a.s..of.List.Price.prior.current.3.months.,Months.of.Housing.Supply.prior.7.12.months.,Months.of.Housing.Supply.prior.4.6.months.,Months.of.Housing.Supply.prior.current.3.months.,Foreclosure.sales,VFS.Internal.Value,WLV,X..of.home.purchased.in.last.3.years,X..of.years.investing,X..of.Properties.currently.owned,Current.Rent,Borrower.Rent,Expected.cost.to.Rehab63,Expected.flip.price,Borrower.Age.Group,Size,Origination.Quarter,Loan.Type,Loan.Term,Loan.Purpose,Prime.Sub.Prime,Current.NonCurrent,First.Payment.Default,Occupant,Assignment.Type,Location,Built.up,Growth,Property.Values,Demand.Supply,Marketing.Time,Units,Type,Condition,Rent.Own,Full.or.Part.Time.investor,Classifier,MR.UPB,MR.LV,MR.VFS,MR.APP,MR.MCSP,LV.VFS,APP.VFS,UPB.VFS,logloanscore
207,1405220,470,Cincinnati,OH,9.08,M,63759,648.86,63600,1,260000,0.15,0.24462,590,N,N,N,N,N,N,Y,N,N,N,N,N,0,4,0.97,101.24,14,21,274500,649900,33,255000,517500,7,3,2.1,2952,197924.02,117542.19,362900,383285,297590.48,2382.17,1560,16,7.34,10,2.67,2.33,3.33,27,19,21,328253,380000,4.00E+05,55,29,27,355000,409000,407950,73,112,75,0.97,96.15,0.97,10.11,8.15,6.31,0,130000,52493,0,10,1,0,0,0,0,2. 25-34,"6. >$60,000",2014 Q3,Third Party Lending,6 Month,Refi-Cashout,Prime,Non Current,OK,tenant,Refinance Transaction,suburban,Over 75%,stable,increasing,in balance,Under 3 mths,1,det.,c4,Rent,PT,Bad,0.024528302,0.006,0.012,0.004298705,0.0039,2,2.791538462,0.489230769,2.041220329
208,1406002,545.4545455,Jackson,MI,5.67,M,21289.3718,495.24,22000,3,32000,0.15,0.6875,677,N,N,N,N,N,N,N,N,N,N,N,N,1.25,2.67,1.790233333,149,125,1,49900,49900,7,23838,47100,9,5,2,2382,32000,35760.86,32000,46081,44923.97,8058.2,1085.4,3,2,2,0.5,0.67,0.67,2,0,1,37000,30000,32074,62,60,26,37000,33950,29900,62,60,14,1,91,1.18,4,0,1.49,1,23000,-7915,0,0,5,0,0,15000,120000,3. 35-44,"3. $20,000-$29,999",2014 Q2,Third Party Lending,6 Month,Purchase,Prime,Non Current,OK,vacant,Purchase Transaction,rural,25-75%,stable,increasing,in balance,3-6 mths,1,det.,c6,Own,FT,Good,0.049336364,0.03391875,0.047191304,0.03391875,0.033840494,1.391304348,1.391304348,0.956521739,2.090739973
209,1406005,625,Opelousas,LA,20.47,M,36289.0377,49,35510,1,67000,0.15,0.53,726,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0.61,99.29,40,13,30000,155000,12,25000,150000,5,3,1,1142,57911.51,42500,67000,73322,70268.84,896.54,867.5,4,4,4,0.67,1.33,1.33,14,12,13,66450,59000,67000,120,44,94,63000,65000,70000,220,166,65,0.99,99.54,0.99,20.9,9.02,9.77,0,61000,14954,7,2,9,0,750,7000,0,3. 35-44,"4. $30,000-$39,000",2014 Q2,Third Party Lending,6 Month,Refi-Cashout,Prime,Non Current,OK,vacant,Refinance Transaction,rural,25-75%,stable,stable,in balance,3-6 mths,1,det.,c4,Own,PT,Good,0.024429738,0.012947761,0.014221311,0.012947761,0.012947761,1.098360656,1.098360656,0.582131148,2.166456044
210,1406007,500,Columbus,GA,2090.37,M,30966.22,570,32000,6,60000,0.18,0.53333,701,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0.85,124.6,28,3,45000,78000,4,40000,75000,5,3,2,1131,57443.98,47900,60000,60657,69000,750,850,5,1,1,0.83,0.33,0.33,4.77,4.04,1,54900,33500,43000,106,138,111,66105.69,65239.33,74900,200.51,161.01,141,0.98,75,0.91,6.5985,6.8007,3.03,1,48000,5885,3,4,5,0,1050,20000,0,3. 35-44,"4. $30,000-$39,000",2014 Q2,Third Party Lending,10 Yr,Refi-Cashout,Prime,Current,OK,tenant,Refinance Transaction,suburban,25-75%,stable,stable,in balance,3-6 mths,1,det.,c4,Own,PT,Good,0.0265625,0.014166667,0.017708333,0.014166667,0.019767442,1.25,1.25,0.666666667,2.079441542
211,1406009,234.0909091,New Orleans,LA,327.23,M,67427.37,326,67840,2,128000,0.18,0.53,525,N,Y,N,N,N,N,N,Y,N,N,N,Y,3,5,1.46,112.79,65,16,112000,449000,64,80000,4.00E+05,5,2,2,1190,142802.9,80599.36,128000,129072,184686.25,3500.07,1470,31,17,16,5.17,5.67,5.33,7,7,16,286000,255000,283500,7,17,7,295000,175000,232250,70,44,39,1,98,1,1.35,1.23,3,0,115000,32744,3,2,2,0,1000,0,0,3. 35-44,"6. >$60,000",2014 Q2,Third Party Lending,10 Yr,Refi-Cashout,Sub Prime,Non Current,OK,tenant,Refinance Transaction,suburban,Over 75%,stable,stable,in balance,3-6 mths,1,det.,c3,Own,FT,Bad,0.021668632,0.011484375,0.012782609,0.011484375,0.005185185,1.113043478,1.113043478,0.589913043,1.609437912
212,1406010,143.1818182,Stone Mountain,GA,7.94,M,24715,486.22,24715,1,45000,0.18,0.54922,460,N,N,N,N,N,Y,N,N,N,N,N,N,1,5,1.43,75.46,28,3,36000,54000,9,33000,49000,5,2,2.1,1160,41453.57,31132.52,45000,54260,48733.65,2216.83,700,5,1,3,0.83,0.33,1,3,4,3,87000,93000,90000,22,86,33,45000,46125,69900,21,71,109,1.09,116.4,1.13,3.61,12.12,3,1,40000,6044,5,10,3,0,850,0,0,4. 45-54,"3. $20,000-$29,999",2014 Q2,Third Party Lending,5 Yr,Refi-Cashout,Sub Prime,Non Current,Default,tenant,Refinance Transaction,suburban,Over 75%,stable,stable,in balance,Under 3 mths,1,att.,c3,Own,FT,Bad,0.028322881,0.015555556,0.0175,0.015555556,0.007777778,1.125,1.125,0.617875,1.363307168
213,1406011,537.5,Mauldin,SC,462.99,M,48838.1857,436.05,46640,1,88000,0.18,0.53,531,Y,Y,N,Y,N,Y,Y,N,N,N,N,N,2,2,0.68,106.75,44,3,79900,155000,5,87500,160000,6,3,2.1,1800,82749.89,42310.05,88000,95488,104096.74,1985.37,1150,3,1,2,0.5,0.33,0.67,0,0,3,150500,136500,90750,87,147,217,0,0,109000,0,0,39,0.97,92.54,0.97,0,0,4.48,1,81000,22488,2,37,26,0,0,0,155000,5. 55-64,"5. $40,000-$49,999",2014 Q2,Third Party Lending,10 Yr,Refi-Cashout,Sub Prime,Non Current,Default,vacant,Refinance Transaction,suburban,Over 75%,stable,stable,in balance,Under 3 mths,1,det.,c5,Own,PT,Good,0.024656947,0.013068182,0.014197531,0.013068182,0.012672176,1.086419753,1.086419753,0.575802469,2.101912175
214,1406020,454.5454545,Toledo,OH,1.98,M,26403.18,463,27000,1,63000,0.18,0.42857,628,N,N,N,Y,N,N,N,N,N,N,N,N,1,2,0.48,154.05,123,4,60000,80000,4,40000,72000,10,5,2.1,2833,55398.79,15000,63000,177000,69666.41,997.16,1210.2,2,2,0,0.33,0.67,0,4,6,4,69000,66000,0,300,208,0,75000,68000,68000,148,172,185,0.92,97,0,12.12,8.96,0,1,45470,1676.94,0,4,1,0,800,2500,0,2. 25-34,"3. $20,000-$29,999",2014 Q2,Third Party Lending,10 Yr,Refi-Cashout,Prime,Non Current,OK,tenant,Refinance Transaction,urban,Over 75%,stable,stable,in balance,3-6 mths,1,det.,c4,Rent,PT,Bad,0.044822222,0.019209524,0.026615351,0.019209524,0,1.38552892,1.38552892,0.593798109,2.020951359
215,1406021,490.9090909,McAllen,TX,8.24,F,77759.3888,466.17,76850,1,145000,0.18,0.53,541,N,N,N,N,N,N,Y,N,N,N,N,N,3,0,12.21,98.71,34,5,139000,199000,6,132500,228000,5,2,2,1659,133668.97,66815.78,145000,148000,146408.15,1264.9,1170,5,1,0,0.83,0.33,0,13.03,8.04,5,184000,190000,0,56,75,0,138131.16,162139.59,180000,111.01,109.28,41,0.98,95.05,0,13.1704,14.1192,0,0,137000,44653,0,15,5,0,1500,0,0,6. 65+,"6. >$60,000",2014 Q2,Third Party Lending,10 Yr,Refi-Cashout,Sub Prime,Non Current,Default,tenant,Refinance Transaction,urban,Over 75%,stable,stable,in balance,3-6 mths,1,att.,c3,Own,FT,Bad,0.015224463,0.008068966,0.008540146,0.008068966,0,1.058394161,1.058394161,0.560948905,2.020951359
216,1406024,500,Liberty,TX,48,M,28648.75,806,29500,3,55000,0.18,0.53636,613,N,N,N,N,N,N,N,N,N,N,N,N,1,2.72,1.0206,16,30,5,45000,75000,10,50000,90500,5,3,1,921,50629.21,11500,55000,3500,58118.77,11795.35,807.1,8,2,0,1.33,0.67,0.6034,9.06,8.42,5,74000,77000,54770.94,109,27,88.13,82750,79900,75391.54,195.29,161.69,85,0.92,96,0.8285,7.7762,9.1213,6.5918,1,50000,13485,30,22,5,0,0,0,59000,4. 45-54,"3. $20,000-$29,999",2014 Q3,Third Party Lending,10 Yr,Refi-Cashout,Prime,Current,OK,vacant,Other,rural,25-75%,stable,stable,in balance,3-6 mths,1,det.,c2,Own,FT,Good,0.027359322,0.014674545,0.016142,0.014674545,0.014735917,1.1,1.1,0.59,2.079441542
217,1406026,500,Akron,OH,7.36,M,42506,422,42400,1,80000,0.15,0.53,658,N,N,N,N,N,Y,N,N,N,N,N,N,4,3,0.91,95.04,59,3,62000,99900,8,60500,90000,7,4,2.1,2278,67105.37,37653.05,80000,100279.49,82124.81,1051.98,1210,3,3,2,0.5,1,0.67,3,3,3,67000,89100,75095,43,25,157,79900,89900,84500,254,254,56,1.03,89.19,0.88,6,3,4.48,1,60000,6237,0,0,0,0,0,0,0,3. 35-44,"5. $40,000-$49,999",2014 Q2,Third Party Lending,6 Month,Refi-Cashout,Prime,Current,OK,vacant,Refinance Transaction,suburban,Over 75%,stable,stable,in balance,3-6 mths,1,det.,c6,Rent,PT,Good,0.028537736,0.015125,0.020166667,0.015125,0.016112924,1.333333333,1.333333333,0.706666667,2.079441542
218,1406027,300,Weldon,NC,53.19,M,33162.8748,489,32500,1,61000,0.18,0.53279,547,N,N,N,N,N,N,N,N,N,N,N,N,0,1,1.3237,106.42,67,13,14500,289000,11,5050,153000,6,3,1.5,2039,54925.12,27000,61000,86000,66372.78,1103.15,982.1,4,1,6,0.67,0.33,2,12.32,16.33,13,73500,135000,65750,85,323,120,91704.89,93284.17,79500,177.83,155.98,107,0.93,96.5,0.83,14.1559,17.6835,6.5,1,57000,14325,15,18,2,0,550,3500,90000,3. 35-44,"4. $30,000-$39,000",2014 Q2,Third Party Lending,10 Yr,Refi-Cashout,Sub Prime,Non Current,OK,tenant,Refinance Transaction,suburban,Over 75%,stable,stable,in balance,Over 6 mths,1,det.,c4,Rent,FT,Bad,0.030218462,0.0161,0.017229825,0.0161,0.014936882,1.070175439,1.070175439,0.570175439,1.386294361
219,1406033,666.6666667,Merrillville,IN,10.32,M,42749.1705,369.32,45557,4,80000,0.15,0.689,678,N,N,N,N,N,N,N,N,N,N,N,N,1.76,3.28,1.405,12,28,12,45900,219900,7,46256,162000,8,4,3,2382,66120,57434.71,80000,192686,93500,1100,1310,4,2,1,0.67,0.67,0.33,2,3,7,122500,60039,149000,35,46,24,127200,93400,139900,60,84,38,0.97,81.36,0.99,2.99,4.48,21.21,0,65000,10788,0,0,0,0,0,0,0,6. 65+,"5. $40,000-$49,999",2014 Q3,Third Party Lending,6 Month,Purchase,Prime,Non Current,OK,vacant,Purchase Transaction,suburban,25-75%,stable,stable,in balance,3-6 mths,1,det.,c4,Own,FT,Good,0.028755186,0.016375,0.020153846,0.016375,0.008791946,1.230769231,1.230769231,0.700876923,2.174751721
220,1406042,317.5,Tulsa,OK,6.62,F,30000,380.68,30000,1,65000,0.15,0.46154,507,Y,N,N,Y,N,Y,N,N,N,N,N,N,4,0,1.02,97.5,65,9,79999,125000,14,65000,130000,6,3,1,1325,58648.96,46572.15,65000,67504,72039.6,3940.74,1000,5,3,6,0.83,1,2,1,2,6,107600,98100,103900,82,92,150,114200,93700,107300,317,113,64,0.97,94,0.95,1.2,2,3,0,39000,-5915,1,3,2,0,920,20000,0,4. 45-54,"4. $30,000-$39,000",2014 Q3,Third Party Lending,6 Month,Refi-Cashout,Sub Prime,Non Current,OK,vacant,Other,suburban,Over 75%,stable,stable,in balance,3-6 mths,1,det.,c5,Own,PT,Bad,0.033333333,0.015384615,0.025641026,0.015384615,0.009624639,1.666666667,1.666666667,0.769230769,1.791759469
221,1406045,500,Fayetteville,NC,7.31,F,28546.93,565,29500,1,55000,0.18,0.53636,659,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0.98,215.9,91.27,0,0,0,0,0,0,3.3,1.3,1,472,51140.46,27543.01,55000,57750,70256,2053.64,1600,67.09,29.29,31.77,50.3612,12.4894,13.8537,85.05,58.07,79.23,45608.54,72021.02,54340.4,138.2,142.1,874.13,60521.81,57318.8,49812.78,324.08,175.16,1745.73,38.9916,85.065,9.8514,0,0,0,0.43,49000,9685,4,4,11,0,1885,0,0,2. 25-34,"3. $20,000-$29,999",2014 Q3,Third Party Lending,10 Yr,Refi-Cashout,Prime,Current,OK,tenant,Other,suburban,25-75%,stable,stable,in balance,3-6 mths,4,det.,c4,Own,FT,Good,0.054237288,0.029090909,0.032653061,0.029090909,0.029444023,1.12244898,1.12244898,0.602040816,2.079441542
222,1406047,420,Independence,MO,27.47,M,33000,498.01,33000,3,62000,0.15,0.53226,514,N,N,N,N,N,N,N,N,N,N,N,N,2.49,6.29,1.4522,40,73,20,16500,49950,62,8000,50000,7,4,2,1538,51126.33,20844.55,23000,22913,52363.1,15081.84,810,31,14,17,5.17,4.67,5.67,19,22,20,26000,23000,24000,24,52,73,24900,26500,33500,161,111,69,0.94,92.12,0.9,3.68,4.71,3.53,1,55000,11765,0,0,0,0,0,0,0,2. 25-34,"4. $30,000-$39,000",2014 Q3,Third Party Lending,6 Month,Refi-Cashout,Sub Prime,Non Current,OK,others,Refinance Transaction,urban,Over 75%,stable,stable,in balance,Under 3 mths,1,det.,c4,Own,PT,Bad,0.024545455,0.013064516,0.014727273,0.035217391,0.03375,1.127272727,0.418181818,0.6,1.974081026
223,1406048,400,Milwaukee,WI,1.23,M,32123.83,577,33000,1,62000,0.18,0.53226,99,N,N,N,N,N,N,N,N,N,N,N,N,2.03,5.61,3.1395,107.83,66,4,69990,79900,3,51900,64000,6,3,1.1,1376,57041.88,19900,62000,69978,67500,900,1040,0,3,0,0,1,0,1,0,4,0,62000,0,0,118,0,71900,0,74445,118,0,21,0,90,0,0,0,0,1,40000,-3235,2,6,2,0,1000,0,0,3. 35-44,"4. $30,000-$39,000",2014 Q2,Third Party Lending,10 Yr,Refi-Cashout,Prime,Non Current,OK,tenant,Refinance Transaction,urban,Over 75%,stable,stable,in balance,3-6 mths,1,det.,c3,Own,FT,Bad,0.031515152,0.016774194,0.026,0.016774194,0,1.55,1.55,0.825,1.945910149
224,1406050,207.5,New Orleans,LA,335.64,M,31867,69,31867,2,46000,0.15,0.69351,525,N,N,N,N,N,N,N,N,N,N,N,N,2.14,4.12,2.9156,32,51,7,39900,94900,11,29000,79000,7,3,2,1760,45950,103036,46000,52662,58229.07,2235.27,1090,5,2,4,0.83,0.67,1.33,9,7,7,40000,33500,45000,47,13,109,47500,49900,54950,18,13,45,1,87.2,0.9,10.84,10.45,5.26,1,40000,-1930,2,3,2,0,0,50000,150000,5. 55-64,"4. $30,000-$39,000",2014 Q3,Third Party Lending,6 Month,Purchase,Sub Prime,Non Current,OK,vacant,Purchase Transaction,suburban,Over 75%,stable,stable,in balance,3-6 mths,1,det.,c5,Own,FT,Bad,0.034204663,0.023695652,0.02725,0.023695652,0.024222222,1.15,1.15,0.796675,1.547562509
225,1406053,750,Springville,AL,14.87,M,60192.9868,366.06,64130,1,121000,0.15,0.53,668,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0.93,103.85,47,2,117900,120000,3,117500,124900,6,3,2,1409,103678.4,58135.74,121000,139135,124845.08,1410.16,1090.4,1,1,1,0.17,1.33,0.33,0,1,1,124900,117500,120900,144,68,133,0,117900,120000,0,115,64,0.99,95.63,0.97,0,0.75,3.03,0,112000,58237,15,3,5,0,0,35000,150000,3. 35-44,"6. >$60,000",2014 Q3,Third Party Lending,6 Month,Refi-Cashout,Prime,Non Current,OK,vacant,Refinance Transaction,suburban,25-75%,stable,stable,in balance,3-6 mths,1,det.,c3,Own,PT,Good,0.017002963,0.00901157,0.009735714,0.00901157,0.009019024,1.080357143,1.080357143,0.572589286,2.186051277
226,1406055,583.3333333,Buchanan,MI,190.72,M,36095.1476,50,36000,9,80000,0.15,0.45,447,N,N,N,Y,N,N,N,N,N,N,N,N,3.13,5.81,2.3723,137,75,3,87900,129900,11,19000,119000,7,2,1,1706,61744.36,34270,80000,87084,80071.52,6503.65,974.6,7,2,2,1.17,0.67,0.67,11,6,3,78000,65275,80500,69,177,77,1.00E+05,108000,1.00E+05,107,207,59,0.96,94.97,0.95,9.4,8.96,4.48,1,46000,-7763,20,10,6,0,0,0,90000,4. 45-54,"4. $30,000-$39,000",2014 Q3,Third Party Lending,6 Month,Refi-Cashout,Sub Prime,Non Current,OK,vacant,Refinance Transaction,rural,25-75%,stable,stable,in balance,3-6 mths,1,det.,c4,Own,FT,Good,0.027072222,0.0121825,0.021186957,0.0121825,0.012106832,1.739130435,1.739130435,0.782608696,2.140066163
227,1406059,571.4285714,Philadelphia,PA,4.81,M,47368.5918,71,47700,1,90000,0.15,0.53,654,N,N,N,N,N,N,N,N,Y,N,N,N,0,0,0.81,80.38,81,3,85000,124900,19,55000,150000,6,3,1,1108,78417.22,62000,90000,98880,96352.83,6623.21,1320,10,5,4,1.67,1.67,1.33,0,1,2,115000,98000,94000,57,10,28,0,90000,150000,0,160,47,0,109,0.63,0,0.6,1.5,0,62000,2637,0,0,0,0,0,0,0,3. 35-44,"5. $40,000-$49,999",2014 Q2,Third Party Lending,6 Month,Refi-Cashout,Prime,Non Current,OK,vacant,Refinance Transaction,urban,Over 75%,stable,stable,in balance,3-6 mths,1,att.,c4,Own,PT,Good,0.027672956,0.014666667,0.021290323,0.014666667,0.014042553,1.451612903,1.451612903,0.769354839,2.134698844
228,1406061,583.3333333,Daytona Beach,FL,4.16,M,24449.1211,3419,25575,4,45500,0.18,0.7124,683,N,N,N,N,N,N,Y,N,N,N,N,N,1,0,0.83,345,49,15,29900,84900,33,18000,74000,6,3,2,1150,35900,93000,45500,49300,44763.18,996.35,840,16,8,9,2.67,2.67,3,29,23,15,37500,43000,45000,155,188,99,59000,58000,60000,132,186,95,0.64,74,0.75,10.86,8.61,5,1,32000,-2919,0,0,0,0,0,0,0,2. 25-34,"3. $20,000-$29,999",2014 Q2,Third Party Lending,5 Yr,Purchase,Prime,Non Current,OK,others,Purchase Transaction,suburban,Over 75%,slow,increasing,in balance,3-6 mths,1,det.,c4,Rent,PT,Good,0.032844575,0.018461538,0.02625,0.018461538,0.018666667,1.421875,1.421875,0.79921875,2.145404829
229,1406062,666.6666667,Long Beach,MS,1733.33,M,28087.1084,51,30372,2,49000,0.15,0.69581,650,N,N,N,N,N,N,N,N,N,N,N,N,0.5,0.98,1.22056,37,47,13,54900,129000,25,24900,115000,7,3,2,1667,43650,34801,49000,69800,58952.7,1426.71,940,10,11,4,1.67,3.67,1.33,15.76,16.66,13,73625,68000,19950,144,116,219,77378.23,80787.9,85000,190.56,174.29,227,0,0,0.94,11.0608,8.1062,9.77,1,33000,-7292,5,19,1,0,0,25000,110000,3. 35-44,"4. $30,000-$39,000",2014 Q3,Third Party Lending,6 Month,Purchase,Prime,Non Current,OK,vacant,Purchase Transaction,urban,Over 75%,stable,stable,in balance,3-6 mths,1,det.,c5,Rent,FT,Good,0.030949559,0.019183673,0.028484848,0.019183673,0.047117794,1.484848485,1.484848485,0.920363636,2.174751721
230,1406067,500,Atlanta,GA,12.7,M,23650.98,840,26260,2,48000,0.18,0.54708,697,N,N,N,N,N,N,N,N,N,N,N,N,0.86,2.29,1.1896,95.28,85,20,14900,152500,38,8000,93500,7,4,2,1350,96525.87,18500,48000,68800,74925,925,880,15,10,13,2.5,3.33,4.33,35,21,20,20000,28500,33000,55,51,36,437500,41000,56900,65,71,64,0.95,97.5,0.99,14,6.31,4.62,1,32000,928,5,13,4,0,0,8000,0,3. 35-44,"3. $20,000-$29,999",2014 Q3,Third Party Lending,5 Yr,Refi-Cashout,Prime,Current,OK,tenant,Refinance Transaction,suburban,Over 75%,stable,increasing,in balance,Under 3 mths,1,det.,c3,Rent,FT,Good,0.033511043,0.018333333,0.0275,0.018333333,0.026666667,1.5,1.5,0.820625,2.079441542
231,1406071,392.5,Baltimore,MD,28.65,M,49204.8,621,49820,1,110000,0.18,0.45291,558,N,N,N,N,N,N,N,N,N,N,N,N,2,1,3.7879,104.25,89,165,755,269900,177,1000,259000,7,4,1,1672,84752.95,21900,110000,129885,110400,1200,1330,92,39,46,15.33,13,15.33,90,135,165,17790,17000,11600,44,54,54,19950,23900,32000,144,117,65,1,95.96,0.97,5.87,10.38,10.76,1,72000,429,3,18,6,0,1100,0,0,3. 35-44,"5. $40,000-$49,999",2014 Q3,Third Party Lending,10 Yr,Refi-Cashout,Sub Prime,Non Current,OK,tenant,Refinance Transaction,urban,Over 75%,stable,increasing,in balance,3-6 mths,1,att.,c2,Own,FT,Bad,0.026696106,0.012090909,0.018472222,0.012090909,0.114655172,1.527777778,1.527777778,0.691944444,1.931521412
232,1406074,625,Tipp City,OH,1.77,M,36900.6231,77,35000,1,75000,0.15,0.46667,732,Y,Y,N,Y,Y,N,Y,N,N,N,N,N,0,3,0.91,50,48,15,48500,149900,20,40000,143000,5,2,1,1150,63495.58,39627.44,75000,111699,83481.53,1427.92,1033.4,9,6,5,1.5,2,1.67,14.64,13.2,15,93000,88000,91000,152,164,116,102590.21,98666.03,99900,175.89,145.3,99,0.9417,95.1582,0.91,10.1497,7.9437,8.98,1,64000,18525,15,5,3,0,0,5000,115000,3. 35-44,"4. $30,000-$39,000",2014 Q3,Third Party Lending,6 Month,Refi-Cashout,Prime,Non Current,OK,vacant,Refinance Transaction,rural,25-75%,stable,stable,in balance,3-6 mths,1,det.,c4,Own,PT,Good,0.029525714,0.013778667,0.016146875,0.013778667,0.011356044,1.171875,1.171875,0.546875,2.159488095
233,1406079,500,Carroll,OH,8.69,M,16930.98,385,19050,1,34000,0.18,0.56029,515,Y,Y,N,Y,Y,N,Y,N,N,N,N,N,1,5,0.91,36,115,2,60000,79000,7,22000,49000,7,4,1,1677,31927.93,30000,34000,50100,40000,400,1022.1,5,0,2,0.83,0,0.67,2,2,2,35000,0,45000,200,0,50,55000,60000,68000,300,200,35,0.87,0,0.9,2.41,0,2.99,0,26000,-1555,1,1,2,0,650,30000,110000,2. 25-34,"2. $10,001-19,999",2014 Q2,Third Party Lending,5 Yr,Refi-Cashout,Sub Prime,Current,OK,tenant,Refinance Transaction,suburban,25-75%,stable,increasing,in balance,3-6 mths,1,det.,c5,Own,PT,Good,0.053653543,0.030061765,0.039311538,0.030061765,0.022713333,1.307692308,1.307692308,0.732692308,2.079441542
234,1406080,583.3333333,Grafton,OH,8.49,M,21176.5829,131,20000,2,41000,0.15,0.66667,694,N,Y,N,N,N,N,N,N,N,N,N,N,2,0,0.6,39,65,9,20000,1.00E+05,20,12070,131500,7,3,1,1458,30000,44100,41000,93416,47918.72,5064.05,904.2,12,4,4,2,1.33,1.33,4,4,9,35338,33750,53450,45,37,61,53750,82000,68500,155,166,75,0.79,118,0.97,2,3.01,6.77,0,28000,-675,1,1,2,0,0,25000,0,2. 25-34,"3. $20,000-$29,999",2014 Q2,Third Party Lending,6 Month,Purchase,Prime,Non Current,OK,vacant,Purchase Transaction,suburban,25-75%,stable,increasing,in balance,3-6 mths,1,det.,c4,Rent,PT,Good,0.04521,0.022053659,0.032292857,0.022053659,0.016916745,1.464285714,1.464285714,0.714285714,2.145404829
235,1406087,500,Wilkes Barre,PA,5.54,M,40287.67,3566,41340,2,61000,0.18,0.689,626,N,N,N,Y,Y,N,Y,N,N,N,N,N,1,2,0.61,43,80,8,59900,69000,7,56000,69000,7,3,1,1426,60000,1,61000,100200,64776.43,1185.97,750,5,1,1,0.83,0.33,0.33,5,6,8,56000,67000,65000,117,192,336,69900,69900,69900,275,237,197,0.95,89,0.72,6.02,18.18,24.24,0,55000,2424,6,15,3,0,750,0,0,3. 35-44,"5. $40,000-$49,999",2014 Q3,Third Party Lending,10 Yr,Purchase,Prime,Current,OK,vacant,Purchase Transaction,urban,25-75%,stable,stable,over supply,3-6 mths,1,det.,c4,Own,FT,Good,0.018142235,0.012295082,0.013636364,0.012295082,0.011538462,1.109090909,1.109090909,0.751636364,2.079441542
236,1406088,550,Huntington,WV,461.51,M,21546.776,51,20000,2,40900,0.15,0.489,622,N,N,N,N,N,N,N,N,N,N,N,N,1.11,2.66,1.2716,150.93,103,5,39900,49500,5,21500,45200,9,4,2,2562,32762.59,22900,40900,40410,48370.82,4928.46,979.4,2,2,1,0.33,0.67,0.33,1,1,2,40800,38900,40500,100,210,176,43500,40500,42000,103,216,180,0.94,96,0.94,3.03,1.49,6.06,0,19000,-12419,5,3,3,0,0,15000,70000,3. 35-44,"3. $20,000-$29,999",2014 Q3,Third Party Lending,6 Month,Refi-Cashout,Prime,Non Current,Default,vacant,Refinance Transaction,urban,Over 75%,stable,stable,in balance,3-6 mths,1,det.,c5,Own,FT,Good,0.04897,0.02394621,0.051547368,0.02394621,0.024182716,2.152631579,2.152631579,1.052631579,2.091864062
